id_facture,nom_du_client,create_date,due_in_date,clear_date,montant_totale,totale_payer,totale_reste
502081,Company_193,2022-06-01,2022-09-01,2023-03-04,23273,478,22795
502082,Company_193,2022-04-29,2022-05-31,2022-11-06,21275,13144,8131
502083,Company_193,2021-12-16,2022-03-02,2022-05-06,4013,2592,1421
502084,Company_193,2022-01-01,2022-01-21,2022-07-30,16600,13163,3437
502085,Company_193,2023-06-11,2023-09-29,2023-10-19,4748,4142,606
502086,Company_193,2020-07-23,2020-11-06,2021-02-25,21038,14864,6174
502087,Company_193,2020-10-03,2020-11-10,2021-05-18,1730,440,1290
502088,Company_193,2022-05-14,2022-07-11,2022-07-28,5441,4768,673
502089,Company_193,2020-10-26,2020-11-24,2021-01-24,16319,7513,8806
502090,Company_193,2020-08-05,2020-10-08,2020-11-10,7164,1428,5736
502091,Company_193,2021-03-19,2021-03-31,2021-05-25,6632,1821,4811
502092,Company_194,2021-01-26,2021-03-28,2021-07-09,7252,6208,1044
502093,Company_194,2021-06-03,2021-09-04,2022-02-26,4807,872,3935
502094,Company_194,2021-06-19,2021-07-05,2021-12-09,20536,16525,4011
502095,Company_194,2022-08-19,2022-11-28,2023-05-30,16020,3312,12708
502096,Company_194,2020-07-10,2020-08-08,2020-09-19,22332,5506,16826
502097,Company_194,2020-11-02,2021-02-21,2021-06-18,7397,4718,2679
502098,Company_194,2023-06-06,2023-07-20,2023-10-09,17100,2458,14642
502099,Company_194,2021-04-30,2021-08-12,2021-10-26,17512,15985,1527
502100,Company_194,2020-11-01,2021-01-01,2021-02-19,5331,515,4816
502101,Company_194,2022-01-02,2022-04-22,2022-07-11,8708,2990,5718
502102,Company_194,2020-06-10,2020-08-08,2020-12-15,893,107,786
502103,Company_194,2021-03-30,2021-07-26,2022-02-01,10126,8334,1792
502104,Company_195,2023-02-18,2023-06-05,2023-08-15,5397,5063,334
502105,Company_195,2022-01-01,2022-01-19,2022-05-23,24394,15649,8745
502106,Company_195,2020-02-15,2020-03-06,2020-03-25,15278,2206,13072
502107,Company_195,2021-08-27,2021-11-22,2021-11-27,13909,3380,10529
502108,Company_195,2022-03-24,2022-05-13,2022-11-16,11461,6191,5270
502109,Company_195,2021-05-07,2021-05-26,2021-09-24,3257,2459,798
502110,Company_195,2020-01-28,2020-03-28,2020-04-09,5417,3470,1947
502111,Company_195,2023-05-27,2023-06-22,2023-11-19,3459,758,2701
502112,Company_195,2023-08-25,2023-11-01,2023-11-22,19958,3044,16914
502113,Company_195,2022-07-23,2022-10-01,2023-03-31,4989,2621,2368
502114,Company_195,2021-06-22,2021-07-06,2021-10-22,21144,1216,19928
502115,Company_195,2022-09-14,2022-11-06,2023-01-17,17412,8212,9200
502116,Company_195,2020-07-06,2020-10-03,2021-01-03,16144,10596,5548
502117,Company_195,2022-04-19,2022-08-04,2023-02-07,24446,5702,18744
502118,Company_196,2020-08-31,2020-09-17,2020-11-21,8542,1189,7353
502119,Company_196,2024-01-12,2024-02-04,2024-02-19,22128,6868,15260
502120,Company_196,2021-06-06,2021-10-01,2022-04-14,5211,3039,2172
502121,Company_196,2020-08-16,2020-10-26,2021-01-24,2155,1297,858
502122,Company_196,2023-04-13,2023-08-01,2024-02-16,1618,1315,303
502123,Company_196,2021-06-03,2021-06-16,2021-11-21,24686,6546,18140
502124,Company_196,2023-03-28,2023-05-24,2023-10-11,14591,811,13780
502125,Company_196,2022-03-13,2022-04-09,2022-08-12,8868,5997,2871
502126,Company_196,2021-05-05,2021-06-05,2021-12-13,9642,5706,3936
502127,Company_196,2023-05-05,2023-08-30,2023-09-13,13584,5043,8541
502128,Company_196,2021-04-22,2021-08-14,2022-02-09,14613,12007,2606
502129,Company_196,2023-10-07,2024-01-15,2024-04-19,12535,3520,9015
502130,Company_196,2021-04-14,2021-07-29,2021-10-23,19660,4278,15382
502131,Company_197,2021-01-24,2021-05-09,2021-10-03,11071,5285,5786
502132,Company_197,2020-04-04,2020-05-11,2020-09-20,22854,7333,15521
502133,Company_198,2023-05-29,2023-08-24,2024-02-17,15806,4887,10919
502134,Company_198,2020-02-07,2020-02-24,2020-07-01,11241,6739,4502
502135,Company_198,2023-06-26,2023-07-15,2023-07-26,14206,11316,2890
502136,Company_198,2021-04-18,2021-08-14,2022-02-25,21923,3248,18675
502137,Company_199,2021-02-23,2021-03-27,2021-08-31,17928,8652,9276
502138,Company_199,2021-06-03,2021-06-26,2021-12-06,16217,7898,8319
502139,Company_199,2022-05-24,2022-06-30,2022-09-07,23113,13813,9300
502140,Company_199,2023-04-29,2023-05-30,2023-07-31,21855,6731,15124
502141,Company_200,2022-12-19,2023-03-10,2023-04-10,19881,10844,9037
502142,Company_200,2021-08-20,2021-09-23,2022-02-05,15455,3236,12219
502143,Company_200,2021-07-14,2021-08-09,2021-12-25,4027,603,3424
502144,Company_200,2021-05-24,2021-06-03,2021-09-10,8412,4333,4079
502145,Company_200,2023-06-29,2023-08-24,2023-09-20,11343,9027,2316
502146,Company_200,2020-09-09,2020-10-20,2020-12-19,2724,1266,1458
502147,Company_200,2024-02-01,2024-05-12,2024-07-12,10057,5923,4134
502148,Company_200,2023-05-08,2023-08-14,2023-09-19,9559,230,9329
502149,Company_200,2021-04-29,2021-06-04,2021-11-27,7018,887,6131
502150,Company_200,2020-12-13,2020-12-27,2021-03-11,20332,6883,13449
502151,Company_200,2022-07-05,2022-08-28,2022-11-15,2511,354,2157
502152,Company_200,2023-10-04,2023-12-11,2023-12-15,836,85,751
502153,Company_200,2021-01-12,2021-01-25,2021-06-02,10639,6756,3883
502154,Company_200,2022-02-08,2022-04-07,2022-06-12,12580,10442,2138
502155,Company_200,2021-08-29,2021-11-22,2022-02-07,6722,4532,2190
502156,Company_200,2021-01-08,2021-03-21,2021-07-26,13909,2177,11732
502157,Company_200,2020-07-02,2020-09-02,2020-10-11,23567,4341,19226
502158,Company_200,2023-11-17,2024-02-23,2024-05-22,9004,3500,5504
502159,Company_200,2020-04-22,2020-08-16,2020-10-07,2016,669,1347
502160,Company_201,2020-12-30,2021-02-13,2021-08-28,15030,5628,9402
502161,Company_201,2020-12-26,2021-02-02,2021-07-08,17037,9537,7500
502162,Company_201,2023-01-24,2023-04-07,2023-05-15,8690,4876,3814
502163,Company_201,2020-07-31,2020-10-24,2020-11-15,6338,1133,5205
502164,Company_201,2023-02-04,2023-04-17,2023-06-12,4840,3210,1630
502165,Company_201,2020-08-07,2020-10-04,2021-01-08,8908,5243,3665
502166,Company_201,2022-07-13,2022-08-10,2022-10-03,10194,6183,4011
502167,Company_201,2021-08-13,2021-11-05,2022-03-15,13714,11897,1817
502168,Company_201,2021-09-12,2021-12-03,2021-12-22,9368,7983,1385
502169,Company_201,2022-06-10,2022-07-29,2022-09-18,18739,7767,10972
502170,Company_201,2022-04-02,2022-07-27,2022-08-16,8343,5227,3116
502171,Company_201,2024-01-25,2024-03-19,2024-07-13,9790,269,9521
502172,Company_201,2022-09-22,2022-12-07,2023-04-10,9847,6951,2896
502173,Company_201,2021-09-14,2021-11-19,2022-01-07,1403,679,724
502174,Company_201,2020-12-29,2021-04-03,2021-04-27,21373,697,20676
502175,Company_202,2020-12-02,2021-01-02,2021-05-07,5108,5022,86
502176,Company_202,2024-01-05,2024-04-04,2024-07-22,10583,4739,5844
502177,Company_202,2022-06-14,2022-08-11,2022-10-09,20185,16590,3595
502178,Company_202,2022-01-13,2022-04-27,2022-07-10,2774,201,2573
502179,Company_202,2023-11-26,2023-12-15,2024-05-13,17916,13910,4006
502180,Company_203,2020-05-27,2020-08-22,2021-03-07,12092,10390,1702
502181,Company_203,2020-12-17,2021-03-29,2021-08-08,20981,6574,14407
502182,Company_203,2020-05-10,2020-06-03,2020-07-04,21900,12255,9645
502183,Company_203,2023-05-11,2023-06-19,2023-11-22,23609,19380,4229
502184,Company_203,2023-06-12,2023-10-02,2023-10-28,1631,910,721
502185,Company_203,2021-12-11,2022-03-29,2022-04-05,5044,1270,3774
502186,Company_203,2023-04-20,2023-08-02,2024-01-13,21911,8784,13127
502187,Company_203,2022-07-06,2022-07-16,2022-10-26,19333,10865,8468
502188,Company_203,2022-07-25,2022-10-23,2023-02-09,13391,1768,11623
502189,Company_203,2022-01-31,2022-03-11,2022-06-29,21321,8714,12607
502190,Company_203,2021-04-22,2021-08-10,2021-08-28,12792,5081,7711
502191,Company_204,2021-03-05,2021-04-27,2021-06-25,3041,1367,1674
502192,Company_204,2021-06-17,2021-09-14,2021-11-13,15703,7417,8286
502193,Company_204,2023-02-13,2023-04-27,2023-06-06,9569,4085,5484
502194,Company_204,2023-02-09,2023-03-28,2023-07-02,19349,365,18984
502195,Company_204,2022-02-19,2022-05-20,2022-09-20,7992,7160,832
502196,Company_204,2020-02-08,2020-03-23,2020-07-26,9352,5998,3354
502197,Company_204,2021-12-29,2022-02-19,2022-05-24,2977,1764,1213
502198,Company_204,2024-01-19,2024-03-13,2024-08-01,6715,5721,994
502199,Company_204,2021-05-24,2021-08-24,2021-11-19,19068,3485,15583
502200,Company_204,2021-02-02,2021-05-20,2021-07-14,21170,19578,1592
502201,Company_204,2021-07-04,2021-09-07,2021-09-19,11096,6889,4207
502202,Company_204,2020-05-21,2020-07-07,2020-09-07,10651,8388,2263
502203,Company_204,2021-12-08,2022-03-26,2022-08-05,10278,3792,6486
502204,Company_205,2020-12-30,2021-04-07,2021-07-13,12225,11236,989
502205,Company_205,2022-12-29,2023-02-01,2023-08-14,16708,1617,15091
502206,Company_206,2022-08-06,2022-10-11,2023-03-14,7537,3071,4466
502207,Company_206,2020-02-17,2020-04-11,2020-05-31,15198,916,14282
502208,Company_206,2021-01-13,2021-05-08,2021-07-31,10811,10549,262
502209,Company_206,2020-05-22,2020-07-06,2020-12-22,17046,8027,9019
502210,Company_206,2020-08-24,2020-10-09,2020-12-14,19833,10409,9424
502211,Company_206,2023-05-12,2023-06-08,2023-06-08,10139,1869,8270
502212,Company_206,2022-03-12,2022-03-30,2022-08-29,8910,1979,6931
502213,Company_206,2021-09-29,2021-11-28,2022-04-25,20055,19044,1011
502214,Company_206,2022-05-29,2022-08-28,2023-02-22,21522,15544,5978
502215,Company_206,2021-10-18,2022-01-08,2022-01-13,19536,12197,7339
502216,Company_206,2023-03-23,2023-05-16,2023-10-29,11783,5419,6364
502217,Company_206,2023-10-14,2024-01-09,2024-03-26,2165,737,1428
502218,Company_206,2022-07-05,2022-08-13,2022-12-28,17116,15935,1181
502219,Company_206,2020-12-30,2021-04-17,2021-06-01,21238,8091,13147
502220,Company_206,2020-01-21,2020-03-25,2020-07-27,12864,2373,10491
502221,Company_206,2020-12-21,2021-02-07,2021-04-30,2022,1640,382
502222,Company_206,2023-05-30,2023-06-23,2023-12-28,22375,18011,4364
502223,Company_206,2021-11-11,2022-02-23,2022-05-14,23301,10933,12368
502224,Company_206,2023-01-16,2023-04-01,2023-08-14,6417,31,6386
502225,Company_207,2020-07-29,2020-10-15,2021-03-26,4956,518,4438
502226,Company_207,2020-08-08,2020-12-01,2020-12-06,24070,5900,18170
502227,Company_207,2022-05-14,2022-07-01,2022-10-09,2039,75,1964
502228,Company_207,2020-04-09,2020-06-14,2020-11-07,10734,8654,2080
502229,Company_207,2022-05-19,2022-06-24,2022-12-27,13752,6827,6925
502230,Company_207,2020-02-01,2020-05-25,2020-11-26,12706,2479,10227
502231,Company_207,2022-01-06,2022-04-25,2022-08-20,13558,11847,1711
502232,Company_207,2022-11-19,2023-01-30,2023-06-12,6496,2817,3679
502233,Company_207,2020-01-02,2020-03-27,2020-09-15,5690,5504,186
502234,Company_207,2023-06-04,2023-09-05,2023-12-13,2179,285,1894
502235,Company_207,2022-01-24,2022-04-26,2022-05-16,9154,7019,2135
502236,Company_207,2023-12-16,2024-03-13,2024-04-26,22114,979,21135
502237,Company_207,2022-01-01,2022-02-18,2022-04-22,3845,2728,1117
502238,Company_207,2023-03-09,2023-07-01,2023-10-23,16943,4338,12605
502239,Company_207,2023-11-01,2023-12-31,2024-02-23,16344,15126,1218
502240,Company_208,2023-04-12,2023-07-25,2023-10-21,19949,5140,14809
502241,Company_208,2022-09-08,2022-11-10,2022-12-18,14265,4326,9939
502242,Company_208,2021-09-19,2022-01-03,2022-03-06,20471,15513,4958
502243,Company_208,2023-11-14,2024-01-05,2024-02-16,17504,5965,11539
502244,Company_208,2023-01-20,2023-03-16,2023-06-28,13622,6658,6964
502245,Company_208,2020-06-15,2020-10-10,2021-04-20,13060,8249,4811
502246,Company_208,2021-04-17,2021-07-30,2021-10-15,19284,3439,15845
502247,Company_208,2022-10-08,2022-12-30,2023-01-26,1230,44,1186
502248,Company_208,2022-06-21,2022-10-01,2023-04-03,8468,51,8417
502249,Company_208,2022-06-15,2022-09-14,2022-11-30,12390,5085,7305
502250,Company_208,2020-08-02,2020-10-04,2021-03-13,3926,2266,1660
502251,Company_208,2020-01-05,2020-05-01,2020-07-23,7636,1539,6097
502252,Company_208,2022-06-04,2022-09-26,2023-02-01,9563,440,9123
502253,Company_208,2020-08-03,2020-08-28,2021-01-01,1065,112,953
502254,Company_208,2022-07-19,2022-08-03,2022-11-03,21038,11212,9826
502255,Company_208,2023-09-18,2023-10-03,2023-10-11,9052,2103,6949
502256,Company_208,2023-06-24,2023-09-05,2024-01-11,18163,17618,545
502257,Company_208,2022-05-11,2022-07-05,2022-07-23,19746,13619,6127
502258,Company_208,2023-05-10,2023-06-24,2023-09-22,3766,60,3706
502259,Company_209,2022-06-02,2022-08-05,2022-08-25,2512,2080,432
502260,Company_209,2020-01-30,2020-05-03,2020-09-08,13354,6295,7059
502261,Company_209,2020-10-24,2021-01-04,2021-07-10,5118,525,4593
502262,Company_209,2021-04-05,2021-07-14,2021-09-13,18252,4607,13645
502263,Company_209,2022-10-15,2022-11-05,2023-04-04,24403,7801,16602
502264,Company_209,2020-09-19,2020-12-10,2021-01-20,18718,10774,7944
502265,Company_210,2021-10-19,2022-02-12,2022-06-27,23102,9290,13812
502266,Company_210,2020-04-09,2020-05-22,2020-06-18,16652,2948,13704
502267,Company_210,2020-05-15,2020-08-25,2020-10-02,8596,5987,2609
502268,Company_210,2020-06-27,2020-09-10,2020-11-30,8087,2843,5244
502269,Company_210,2020-12-15,2021-01-09,2021-06-20,18013,1081,16932
502270,Company_210,2022-09-13,2022-11-30,2023-04-09,16940,2293,14647
502271,Company_210,2022-12-24,2023-02-05,2023-04-06,9070,783,8287
502272,Company_210,2022-12-28,2023-04-22,2023-05-01,8389,3117,5272
502273,Company_210,2022-02-07,2022-06-01,2022-08-10,24761,1182,23579
502274,Company_211,2021-01-23,2021-03-20,2021-06-02,16266,6266,10000
502275,Company_211,2021-03-28,2021-05-02,2021-06-19,12074,803,11271
502276,Company_211,2023-06-13,2023-10-07,2024-04-23,4549,3246,1303
502277,Company_211,2022-07-26,2022-11-21,2023-03-23,20793,13180,7613
502278,Company_211,2023-07-01,2023-10-23,2024-01-11,15264,5454,9810
502279,Company_212,2021-01-16,2021-05-01,2021-09-19,16970,12660,4310
502280,Company_212,2023-12-19,2024-03-07,2024-09-14,12925,10933,1992
502281,Company_212,2020-03-15,2020-07-07,2021-01-08,23977,2162,21815
502282,Company_212,2020-05-14,2020-09-06,2020-12-25,20547,4950,15597
502283,Company_212,2022-09-15,2022-10-18,2023-04-22,16670,8453,8217
502284,Company_212,2020-06-25,2020-08-10,2020-08-28,2945,1560,1385
502285,Company_212,2023-03-04,2023-06-16,2023-10-24,3109,997,2112
502286,Company_212,2020-05-25,2020-06-23,2020-11-30,2610,1642,968
502287,Company_213,2022-05-04,2022-05-31,2022-09-10,8499,3850,4649
502288,Company_213,2021-08-04,2021-09-03,2022-01-09,24298,21187,3111
502289,Company_213,2021-06-02,2021-06-20,2021-08-23,17977,905,17072
502290,Company_213,2023-03-10,2023-05-18,2023-07-27,2124,1608,516
502291,Company_213,2023-02-17,2023-04-20,2023-09-13,13314,12840,474
502292,Company_213,2023-02-24,2023-04-08,2023-06-07,21433,5677,15756
502293,Company_213,2023-01-12,2023-03-25,2023-09-04,9925,507,9418
502294,Company_213,2020-11-02,2021-01-17,2021-03-10,9507,428,9079
502295,Company_213,2022-02-02,2022-03-04,2022-04-17,7474,2268,5206
502296,Company_213,2022-11-22,2023-01-05,2023-03-29,23638,22137,1501
502297,Company_213,2021-09-01,2021-10-16,2022-04-04,12688,10432,2256
502298,Company_213,2021-08-22,2021-11-15,2022-01-23,13997,10983,3014
502299,Company_213,2021-08-09,2021-09-19,2021-09-28,8433,4508,3925
502300,Company_213,2021-09-03,2021-11-06,2021-12-06,17041,15284,1757
502301,Company_213,2021-12-30,2022-03-22,2022-05-28,10684,1482,9202
502302,Company_213,2022-02-17,2022-05-31,2022-10-01,14650,12596,2054
502303,Company_213,2022-06-10,2022-08-16,2022-10-14,12050,5198,6852
502304,Company_213,2022-02-09,2022-04-12,2022-09-09,11389,9131,2258
502305,Company_213,2020-02-21,2020-03-31,2020-05-17,14031,9127,4904
502306,Company_214,2023-06-18,2023-08-16,2023-09-12,13010,4959,8051
502307,Company_214,2023-12-23,2024-02-09,2024-04-15,14501,471,14030
502308,Company_214,2021-04-07,2021-04-28,2021-07-28,3202,2067,1135
502309,Company_214,2020-11-26,2021-03-10,2021-05-14,6381,4825,1556
502310,Company_214,2022-02-17,2022-05-25,2022-10-09,8985,4387,4598
502311,Company_214,2023-05-08,2023-08-30,2024-02-12,13241,4075,9166
502312,Company_214,2021-01-09,2021-02-11,2021-08-06,3180,796,2384
502313,Company_214,2020-03-06,2020-04-03,2020-06-28,16877,4418,12459
502314,Company_214,2023-03-15,2023-05-15,2023-06-19,13923,6103,7820
502315,Company_214,2020-01-30,2020-03-08,2020-07-14,7240,1574,5666
502316,Company_214,2021-10-31,2021-12-29,2022-01-16,12926,8585,4341
502317,Company_214,2021-04-17,2021-05-21,2021-09-23,10867,3088,7779
502318,Company_214,2022-05-02,2022-08-27,2022-10-05,14876,11212,3664
502319,Company_214,2023-03-31,2023-07-08,2023-09-03,5843,5271,572
502320,Company_214,2023-11-24,2024-03-13,2024-06-17,15782,15476,306
502321,Company_215,2020-04-21,2020-05-15,2020-07-17,2360,1525,835
502322,Company_215,2021-08-17,2021-09-29,2021-11-13,8961,8030,931
502323,Company_215,2023-12-09,2024-01-16,2024-01-21,2174,166,2008
502324,Company_215,2020-05-09,2020-08-28,2021-01-11,15530,14056,1474
502325,Company_215,2020-07-06,2020-07-17,2020-12-24,12856,12200,656
502326,Company_215,2023-11-02,2024-02-09,2024-07-12,19155,16953,2202
502327,Company_215,2021-07-05,2021-09-15,2022-03-18,23120,19171,3949
502328,Company_215,2023-03-15,2023-06-13,2023-11-05,20468,10534,9934
502329,Company_215,2022-10-08,2022-11-16,2023-03-27,12684,4130,8554
502330,Company_215,2022-03-26,2022-07-12,2022-10-25,8839,6877,1962
502331,Company_215,2023-07-30,2023-09-15,2024-01-11,18860,424,18436
502332,Company_215,2020-04-19,2020-06-17,2020-12-17,4740,674,4066
502333,Company_215,2023-04-05,2023-05-09,2023-07-05,8724,5035,3689
502334,Company_215,2022-03-24,2022-04-29,2022-10-22,8015,2436,5579
502335,Company_215,2023-12-24,2024-03-05,2024-05-02,9522,6763,2759
502336,Company_215,2022-02-16,2022-06-13,2022-08-28,21396,4326,17070
502337,Company_215,2023-12-16,2024-01-19,2024-03-22,3010,322,2688
502338,Company_216,2020-08-19,2020-10-31,2020-12-29,3933,989,2944
502339,Company_216,2020-11-01,2020-12-12,2021-05-30,22368,12360,10008
502340,Company_216,2023-04-21,2023-08-18,2024-01-24,4676,283,4393
502341,Company_216,2020-05-26,2020-09-20,2021-02-07,13248,7016,6232
502342,Company_216,2021-05-15,2021-06-05,2021-07-25,3412,1969,1443
502343,Company_216,2021-10-27,2022-02-07,2022-02-09,22385,18563,3822
502344,Company_216,2022-04-19,2022-05-17,2022-07-08,17845,8236,9609
502345,Company_216,2020-06-20,2020-08-08,2020-12-02,11840,4705,7135
502346,Company_216,2021-10-02,2021-12-25,2022-06-16,6520,1681,4839
502347,Company_216,2020-07-26,2020-10-12,2020-10-25,24533,14173,10360
502348,Company_216,2021-04-25,2021-06-05,2021-11-09,20896,7865,13031
502349,Company_216,2020-04-26,2020-06-21,2020-08-30,17051,11517,5534
502350,Company_216,2023-08-28,2023-09-28,2024-03-29,22692,4430,18262
502351,Company_216,2020-08-04,2020-09-16,2020-11-17,10221,3870,6351
502352,Company_217,2023-07-24,2023-09-13,2024-02-03,7572,550,7022
502353,Company_217,2022-01-08,2022-04-13,2022-07-29,2963,865,2098
502354,Company_217,2020-06-18,2020-09-14,2020-11-02,5281,4013,1268
502355,Company_217,2022-12-14,2023-03-28,2023-08-08,11959,377,11582
502356,Company_217,2023-08-14,2023-11-01,2024-05-05,21955,14115,7840
502357,Company_217,2020-07-05,2020-10-18,2021-02-28,922,238,684
502358,Company_217,2023-03-26,2023-04-13,2023-06-07,4851,1887,2964
502359,Company_217,2023-03-14,2023-04-30,2023-05-03,14157,12247,1910
502360,Company_217,2022-01-08,2022-01-21,2022-03-03,17079,5481,11598
502361,Company_217,2020-05-16,2020-08-15,2020-08-19,24762,18184,6578
502362,Company_217,2021-03-22,2021-06-14,2021-12-25,12653,4418,8235
502363,Company_217,2023-03-24,2023-04-03,2023-06-21,20572,19183,1389
502364,Company_217,2023-11-25,2024-01-17,2024-06-23,17636,681,16955
502365,Company_217,2023-09-05,2023-11-20,2024-03-18,17567,5105,12462
502366,Company_217,2022-12-31,2023-04-13,2023-04-13,4581,4503,78
502367,Company_217,2023-03-09,2023-06-12,2023-09-07,20042,825,19217
502368,Company_217,2023-01-21,2023-03-30,2023-06-21,4350,2089,2261
502369,Company_218,2022-01-01,2022-04-16,2022-06-24,5558,1164,4394
502370,Company_218,2022-12-21,2023-04-06,2023-05-26,12189,1284,10905
502371,Company_218,2023-01-02,2023-03-06,2023-07-25,9414,6308,3106
502372,Company_218,2021-11-06,2022-01-11,2022-04-16,1422,751,671
502373,Company_218,2021-05-02,2021-07-23,2021-09-26,21645,13280,8365
502374,Company_218,2024-01-03,2024-02-25,2024-05-24,10558,2506,8052
502375,Company_218,2022-12-27,2023-02-01,2023-08-13,1538,1140,398
502376,Company_218,2020-10-30,2021-01-27,2021-06-02,19672,15918,3754
502377,Company_218,2022-07-10,2022-07-28,2023-01-12,19749,12221,7528
502378,Company_218,2020-02-20,2020-05-06,2020-10-16,20670,5814,14856
502379,Company_218,2023-09-13,2023-10-20,2024-01-20,12387,5842,6545
502380,Company_218,2021-09-26,2021-12-21,2022-05-27,23378,20907,2471
502381,Company_219,2021-10-05,2021-11-06,2022-05-10,15550,3069,12481
502382,Company_219,2022-02-22,2022-04-12,2022-08-15,16186,15601,585
502383,Company_219,2022-04-23,2022-07-31,2022-12-31,19142,17334,1808
502384,Company_219,2023-03-01,2023-05-17,2023-08-08,23668,5114,18554
502385,Company_219,2020-05-24,2020-07-21,2020-10-28,7784,5168,2616
502386,Company_219,2021-03-11,2021-06-19,2021-09-30,4395,3763,632
502387,Company_219,2022-03-17,2022-06-13,2022-08-09,14277,9785,4492
502388,Company_219,2021-01-31,2021-03-31,2021-04-06,12806,3859,8947
502389,Company_219,2021-02-15,2021-04-05,2021-04-30,3945,1682,2263
502390,Company_219,2021-12-03,2022-01-19,2022-03-26,11633,5231,6402
502391,Company_219,2020-12-03,2021-03-09,2021-09-04,23208,13940,9268
502392,Company_219,2021-05-04,2021-07-29,2022-01-14,1660,1200,460
502393,Company_219,2020-12-30,2021-02-23,2021-03-17,848,523,325
502394,Company_219,2021-10-14,2021-11-03,2022-01-08,2455,2424,31
502395,Company_219,2020-11-02,2021-01-20,2021-04-17,16120,11740,4380
502396,Company_219,2020-05-07,2020-07-21,2021-01-30,21840,2022,19818
502397,Company_219,2022-12-02,2023-02-15,2023-06-21,16491,14555,1936
502398,Company_219,2022-07-19,2022-08-22,2022-10-20,23389,5477,17912
502399,Company_219,2022-08-29,2022-10-25,2022-12-01,15383,11036,4347
502400,Company_220,2022-02-03,2022-03-19,2022-06-23,17087,13255,3832
502401,Company_220,2021-10-13,2021-11-19,2022-04-28,23300,14818,8482
502402,Company_220,2023-05-05,2023-07-21,2023-09-11,6325,2967,3358
502403,Company_220,2023-04-05,2023-06-01,2023-09-25,13494,5670,7824
502404,Company_220,2023-08-30,2023-10-07,2024-01-16,9790,3139,6651
502405,Company_220,2022-03-07,2022-06-28,2022-09-21,856,574,282
502406,Company_221,2022-12-17,2023-04-03,2023-08-17,6005,857,5148
502407,Company_221,2022-06-12,2022-10-06,2022-11-28,8062,7534,528
502408,Company_221,2022-01-02,2022-04-18,2022-09-21,6086,599,5487
502409,Company_221,2020-04-10,2020-07-04,2020-08-13,19157,11779,7378
502410,Company_221,2022-05-15,2022-08-11,2022-12-30,2647,562,2085
502411,Company_221,2021-03-17,2021-05-19,2021-06-18,10220,9579,641
502412,Company_222,2020-12-23,2021-01-16,2021-06-26,22612,10611,12001
502413,Company_222,2021-03-09,2021-04-11,2021-05-31,2143,214,1929
502414,Company_222,2022-10-29,2023-01-14,2023-07-23,17617,4512,13105
502415,Company_222,2020-02-18,2020-04-10,2020-08-21,6370,2550,3820
502416,Company_222,2022-09-23,2022-12-22,2023-04-21,19556,18281,1275
502417,Company_222,2023-10-01,2023-10-12,2023-12-30,7957,7053,904
502418,Company_222,2023-02-01,2023-05-12,2023-09-29,15743,13611,2132
502419,Company_222,2022-11-07,2022-12-19,2023-06-30,4915,1479,3436
502420,Company_223,2021-02-21,2021-05-13,2021-10-09,858,491,367
502421,Company_223,2022-09-19,2022-12-26,2023-03-07,17921,15161,2760
502422,Company_223,2021-06-04,2021-06-24,2021-10-06,14265,13668,597
502423,Company_223,2021-01-25,2021-03-31,2021-10-11,12209,5769,6440
502424,Company_223,2021-12-01,2022-01-24,2022-08-01,3313,2701,612
502425,Company_223,2021-08-20,2021-10-28,2021-12-25,24957,21459,3498
502426,Company_223,2022-03-13,2022-05-13,2022-10-17,5286,1025,4261
502427,Company_223,2022-04-29,2022-05-11,2022-09-25,8358,3,8355
502428,Company_223,2022-08-15,2022-11-24,2023-03-04,24308,1623,22685
502429,Company_223,2020-10-15,2021-01-29,2021-03-09,18651,15235,3416
502430,Company_223,2020-04-12,2020-05-22,2020-07-29,22396,6919,15477
502431,Company_223,2020-08-17,2020-11-11,2021-01-06,11409,6033,5376
502432,Company_224,2020-06-04,2020-08-17,2020-12-17,14668,6723,7945
502433,Company_224,2023-05-19,2023-09-06,2024-03-03,2611,2352,259
502434,Company_224,2021-10-03,2022-01-19,2022-08-04,5144,3437,1707
502435,Company_224,2022-06-09,2022-08-29,2023-02-19,21490,4234,17256
502436,Company_224,2022-04-16,2022-08-02,2022-10-08,23062,192,22870
502437,Company_224,2021-01-23,2021-03-23,2021-06-10,7552,3981,3571
502438,Company_224,2022-12-05,2022-12-27,2023-06-26,2539,1077,1462
502439,Company_224,2021-04-12,2021-06-05,2021-10-24,3437,2817,620
502440,Company_224,2021-06-28,2021-10-24,2021-12-17,1300,1004,296
502441,Company_225,2021-08-21,2021-09-30,2021-11-05,21271,550,20721
502442,Company_225,2020-11-01,2020-12-01,2021-04-17,7153,3589,3564
502443,Company_225,2021-12-27,2022-04-19,2022-05-30,800,232,568
502444,Company_225,2021-10-30,2022-01-12,2022-07-18,11900,7248,4652
502445,Company_225,2021-04-24,2021-06-23,2021-06-24,12791,11944,847
502446,Company_225,2020-11-03,2021-02-28,2021-03-29,10833,1094,9739
502447,Company_225,2023-01-19,2023-03-11,2023-04-23,16645,1356,15289
502448,Company_225,2023-08-02,2023-09-29,2023-12-28,4464,2562,1902
502449,Company_225,2023-07-21,2023-10-06,2024-02-22,23604,4392,19212
502450,Company_225,2022-05-08,2022-05-19,2022-11-04,23401,10464,12937
